ParcelID,ParcelType,siteaddres,GIS_Area,yearbuilt,decadebuilt
0051 1 39    0001,Parcel,39 ALDERWOOD DRIVE,0.256237822228,1959,1950
2421 2 30    0001,Parcel,30 GREENBRIER DRIVE,0.257348413115,1958,1950
3861 2 110   0001,Parcel,110 NORTHBROOK DRIVE,0.258959527392,1960,1960
0051 2 38    0001,Parcel,38 ALDERWOOD DRIVE,0.258761217366,1959,1950
4341 2 10    0001,Parcel,10 PORTAGE ROAD,0.37548376795,1955,1950
3861 1 107   0001,Parcel,107 NORTHBROOK DRIVE,0.26051296511,1960,1960
4341 1 37    0001,Parcel,37 PORTAGE ROAD,0.253863242002,1959,1950
0471 2 408   0001,Parcel,408 BLOOMFIELD AVENUE,0.412229068663,1955,1950
0051 1 35    0001,Parcel,35 ALDERWOOD DRIVE,0.255302442466,1959,1950
2421 2 26    0001,Parcel,26 GREENBRIER DRIVE,0.256974328797,1957,1950
3861 2 106   0001,Parcel,106 NORTHBROOK DRIVE,0.257627561241,1960,1960
0051 2 36    0001,Parcel,36 ALDERWOOD DRIVE,0.258838196163,1959,1950
3861 1 105   0001,Parcel,105 NORTHBROOK DRIVE,0.261264245506,1961,1960
5281 1 133   0001,Parcel,133 STILL ROAD,0.470265432298,1999,1990
5281 1 137   0001,Parcel,137 STILL ROAD,0.478792997596,2008,2000
5281 1 141   0001,Parcel,141 STILL ROAD,0.496632313308,1994,1990
5281 1 145   0001,Parcel,145 STILL ROAD,0.4344005889,1963,1960
2421 1 23    0001,Parcel,23 GREENBRIER DRIVE,0.287040824791,1958,1950
0051 1 33    0001,Parcel,33 ALDERWOOD DRIVE,0.255346476791,1959,1950
5281 1 165   0001,Parcel,165 STILL ROAD,0.677564867168,1974,1970
4341 1 11    0001,Parcel,11 PORTAGE ROAD,0.4727952051,1976,1970
2421 2 24    0001,Parcel,24 GREENBRIER DRIVE,0.258323498969,1957,1950
5281 1 171   0001,Parcel,171 STILL ROAD,0.485828738772,1953,1950
3861 2 104   0001,Parcel,104 NORTHBROOK DRIVE,0.257341604313,1961,1960
0051 2 32    0001,Parcel,32 ALDERWOOD DRIVE,0.260174785301,1959,1950
3861 1 101   0001,Parcel,101 NORTHBROOK DRIVE,0.259904830834,1959,1950
3861 1 7     0001,Parcel,7 NORTHBROOK DRIVE,0.322530949256,1959,1950
2421 1 7     0001,Parcel,7 GREENBRIER DRIVE,0.312033695345,1957,1950
5271 2 16    0001,Parcel,16 STILL LANE,0.340675164758,1964,1960
5271 1 15    0001,Parcel,15 STILL LANE,0.321798224677,1966,1960
0291 2 44    0001,Parcel,44 BEACON HILL DRIVE,0.531798419127,1959,1950
3861 1 93    0001,Parcel,93 NORTHBROOK DRIVE,0.260265482298,1959,1950
0471 2 386   0001,Parcel,386 BLOOMFIELD AVENUE,0.913674496803,1938,1930
3836 1 1269  0001,Parcel,1269 NORTH MAIN STREET,0.275036048009,1948,1940
3861 2 90    0001,Parcel,90 NORTHBROOK DRIVE,0.254009431903,1959,1950
0051 2 20    0001,Parcel,20 ALDERWOOD DRIVE,0.259441207486,1963,1960
5371 1 115   0001,Parcel,115 SUNNY REACH DRIVE,0.703387717759,1949,1940
0291 2 38    0001,Parcel,38 BEACON HILL DRIVE,0.497170447807,1961,1960
3861 1 89    0001,Parcel,89 NORTHBROOK DRIVE,0.257886287301,1959,1950
6231 2 26    0001,Parcel,26 WILTSHIRE LANE,0.264431766385,1941,1940
5051 2 28    0001,Parcel,28 SKY VIEW DRIVE,0.258081651923,1957,1950
1651 2 10    0001,Parcel,10 EASTWOOD ROAD,0.353769474133,1971,1970
3836 1 289   0001,Parcel,289 NORTH MAIN STREET,0.396773984923,1987,1980
5516 1 7     0001,Parcel,7 THE CROSSWAYS,0.929985570835,1986,1980
3241 2 34    0001,Parcel,34 LINCOLN AVENUE,0.240910508229,1941,1940
6091 2 10    0001,Parcel,10 WESTMORELAND DRIVE,0.250160935803,1940,1940
0611 1 38    0001,Parcel,38 BRENWAY DRIVE,0.276536627151,1955,1950
4281 1 73    0001,Parcel,73 PIONEER DRIVE,0.339431616124,1956,1950
6091 2 12    0001,Parcel,12 WESTMORELAND DRIVE,0.241189331722,1940,1940
6151 2 42    0001,Parcel,42 WHETTEN ROAD,0.465219372708,1931,1930
2681 1 111   0001,Parcel,111 HIGH RIDGE ROAD,0.972003626446,1962,1960
4261 1 11    0001,Parcel,11 PINE ROAD,0.268318308715,1935,1930
4261 1 9     0001,Parcel,9 PINE ROAD,0.26920828866,1932,1930
4261 1 7     0001,Parcel,7 PINE ROAD,0.268338963066,1934,1930
4211 1 231   0001,Parcel,231 PENN DRIVE,0.171825081277,1940,1940
1091 1 69    0001,Parcel,69 CLIFFORD DRIVE,0.242597624544,1966,1960
4211 2 232   0001,Parcel,232 PENN DRIVE,0.172047582314,1947,1940
2171 2 36    0001,Parcel,36 FOX MEADOW LANE,0.230751431901,1954,1950
4461 1 29    0001,Parcel,29 RANGER LANE,0.356608771388,1959,1950
3838 2 374   0001,Parcel,374 NORTH QUAKER LANE,0.247040227756,1929,1920
2711 2 80    0001,Parcel,80 HILLDALE ROAD,0.247900053755,1955,1950
3671 2 204   0001,Parcel,204 MOHEGAN DRIVE,0.560168552341,1956,1950
2711 1 33    0001,Parcel,33 HILLDALE ROAD,0.249677252031,1956,1950
2711 2 84    0001,Parcel,84 HILLDALE ROAD,0.246675930125,1955,1950
3361 2 76    0001,Parcel,76 LYMAN ROAD,0.246922547373,1957,1950
3361 1 35    0001,Parcel,35 LYMAN ROAD,0.242905563884,1957,1950
6021 1 31    0001,Parcel,31 WESTCLIFF DRIVE,0.865617386835,1958,1950
2881 1 143   0001,Parcel,143 HYDE ROAD,0.29747521149,1962,1960
3361 2 80    0001,Parcel,80 LYMAN ROAD,0.251511380286,1956,1950
3701 1 765   0001,Parcel,765 MOUNTAIN ROAD,0.32822314775,1948,1940
3361 2 82    0001,Parcel,82 LYMAN ROAD,0.23963186451,1956,1950
4561 1 19    0001,Parcel,19 RICHMOND LANE,0.367261809164,1954,1950
4561 2 118   0001,Parcel,118 RICHMOND LANE,0.332788602626,1956,1950
3836 2 1018  0001,Parcel,1018 NORTH MAIN STREET,0.306305607683,1957,1950
3901 1 11    0001,Parcel,11 NORTHMOOR ROAD,1.07296510223,1925,1920
1261 1 23    0001,Parcel,23 CRABAPPLE ROAD,0.275482494111,1960,1960
3381 1 23    0001,Parcel,23 MAGNOLIA HILL,0.219802009025,1985,1980
4331 2 18    0001,Parcel,18 PONTIAC ROAD,0.234687394724,1949,1940
2541 2 16    0001,Parcel,16 HAMLIN DRIVE,0.292709591941,1954,1950
5605 2 10    0001,Parcel,10 TOLL HOUSE LANE,0.147121402434,0,na
0571 2 18    0001,Parcel,18 BRAINARD ROAD,0.364927047098,1991,1990
4871 2 16    0001,Parcel,16 SENECA ROAD,0.237846050257,1950,1950
3931 1 19    0001,Parcel,19 NORWOOD ROAD,0.352550559948,1929,1920
1901 2 20    0001,Parcel,20 FARMSTEAD LANE,0.301137766335,1957,1950
3171 1 17    0001,Parcel,17 LEDYARD ROAD,0.438585371736,1916,1910
3931 2 20    0001,Parcel,20 NORWOOD ROAD,0.411943558478,1988,1980
1161 1 21    0001,Parcel,21 COLONY ROAD,0.533712756316,1930,1930
3696 1 43    0001,Parcel,43 MOUNTAIN BROOK ROAD,0.556224501325,1951,1950
3141 1 145   0001,Parcel,145 LAWLER ROAD,0.286439870499,1940,1940
0247 1 143   0001,Parcel,143 BALFOUR DRIVE,1.51116332847,2003,2000
5241 2 242   0001,Parcel,242 STEELE ROAD,0.278368733647,1926,1920
3141 1 147   0001,Parcel,147 LAWLER ROAD,0.294834576863,1938,1930
3241 1 33    0001,Parcel,33 LINCOLN AVENUE,0.28140467201,1941,1940
0181 2 1996  0001,Parcel,1996 ASYLUM AVENUE,0.445266062324,1973,1970
5761 2 16    0001,Parcel,16 VARDON ROAD,0.398728316023,1930,1930
0181 1 1893  0001,Parcel,1893 ASYLUM AVENUE,0.230106273532,1938,1930
2371 1 15    0001,Parcel,15 GOLF ROAD,0.456956189912,1930,1930
0795 1 7     0001,Parcel,7 BUCKINGHAM LANE,0.36920028984,1997,1990
5761 1 11    0001,Parcel,11 VARDON ROAD,0.289983583748,1929,1920
0181 1 1847  0001,Parcel,1847 ASYLUM AVENUE,0.236035011963,1936,1930
0181 1 1845  0001,Parcel,1845 ASYLUM AVENUE,0.236303388529,1940,1940
5441 2 20    0001,Parcel,20 SYCAMORE ROAD,0.460539119904,1914,1910
0181 1 1841  0001,Parcel,1841 ASYLUM AVENUE,0.354960208815,1937,1930
0181 1 1837  0001,Parcel,1837 ASYLUM AVENUE,0.338619753576,1936,1930
0181 1 1833  0001,Parcel,1833 ASYLUM AVENUE,0.261439437838,1936,1930
0181 1 1825  0001,Parcel,1825 ASYLUM AVENUE,0.240653667452,1938,1930
0181 1 1823  0001,Parcel,1823 ASYLUM AVENUE,0.242095006534,1939,1930
0181 1 1821  0001,Parcel,1821 ASYLUM AVENUE,0.225000428665,1940,1940
6151 2 6     0001,Parcel,6 WHETTEN ROAD,0.367641178827,1936,1930
0181 1 1817  0001,Parcel,1817 ASYLUM AVENUE,0.218062096385,1940,1940
5761 2 12    0001,Parcel,12 VARDON ROAD,0.401218342263,1927,1920
0341 1 53    0001,Parcel,53 BELKNAP ROAD,0.257350644811,1935,1930
0181 1 1811  0001,Parcel,1811 ASYLUM AVENUE,0.207132334788,1940,1940
0181 1 1809  0001,Parcel,1809 ASYLUM AVENUE,0.206385772554,1940,1940
0181 1 1807  0001,Parcel,1807 ASYLUM AVENUE,0.206193913135,1938,1930
3061 1 15    0001,Parcel,15 KINGSTON STREET,0.171731436691,1924,1920
5095 2 184   0001,Parcel,184 SOUTH MAIN STREET,0.271767827279,1942,1940
0801 1 3     0001,Parcel,3 BUENA VISTA ROAD,0.240923896919,1937,1930
6301 1 93    0001,Parcel,93 WOODMERE ROAD,0.126020602254,1938,1930
3053 2 33    0001,Parcel,33 KING ROAD,0.260155417109,1973,1970
6301 1 97    0001,Parcel,97 WOODMERE ROAD,0.175110886411,1967,1960
2321 2 62    0001,Parcel,62 GLENBROOK ROAD,0.287148424732,1943,1940
3053 2 37    0001,Parcel,37 KING ROAD,0.260196411649,1973,1970
0551 2 56    0001,Parcel,56 BRACE ROAD,0.205497542789,1924,1920
5891 1 27    0001,Parcel,27 WARE AVENUE,0.150154060229,1937,1930
4831 1 15    0001,Parcel,15 SEDGWICK ROAD,0.26735392208,1931,1930
5096 2 348   0001,Parcel,348 SOUTH QUAKER LANE,0.189229390513,1928,1920
3181 2 82    0001,Parcel,82 LEMAY STREET,0.211313917069,1940,1940
5641 2 1252  0001,Parcel,1252 TROUT BROOK DRIVE,0.175541834427,1978,1970
6081 2 14    0001,Parcel,14 WESTMONT,1.36867722215,1956,1950
1401 1 73    0001,Parcel,73 CUMBERLAND ROAD,0.282303143654,1950,1950
0251 1 151   0001,Parcel,151 BALLARD DRIVE,0.206613563559,1927,1920
4211 1 149   0001,Parcel,149 PENN DRIVE,0.172178292938,1940,1940
3836 2 188   0001,Parcel,188 NORTH MAIN STREET,0.298441464241,1928,1920
3838 2 290   0001,Parcel,290 NORTH QUAKER LANE,0.310241727372,1930,1930
2176 2 70    0001,Parcel,70 FOXCROFT ROAD,0.499482172982,1941,1940
2501 1 147   0001,Parcel,147 GRISWOLD DRIVE,0.172178269465,1932,1930
5241 1 141   0001,Parcel,141 STEELE ROAD,0.482098459899,1920,1920
2501 1 143   0001,Parcel,143 GRISWOLD DRIVE,0.17217769852,1928,1920
0421 1 27    0001,Parcel,27 BIRCH ROAD,0.269999596235,1928,1920
0421 1 25    0001,Parcel,25 BIRCH ROAD,0.25945580528,1927,1920
1001 1 19    0001,Parcel,19 CHELSEA LANE,0.264436279695,1928,1920
3231 2 2     0001,Parcel,2 LINBROOK ROAD,0.27295654972,1948,1940
1001 2 20    0001,Parcel,20 CHELSEA LANE,0.262939866719,1927,1920
6081 2 6     0001,Parcel,6 WESTMONT,0.923000723483,1956,1950
0421 1 15    0001,Parcel,15 BIRCH ROAD,0.257575944604,1929,1920
5241 2 138   0001,Parcel,138 STEELE ROAD,0.337839845707,2017,2010
5241 1 137   0001,Parcel,137 STEELE ROAD,0.482098541126,1916,1910
2501 2 140   0001,Parcel,140 GRISWOLD DRIVE,0.172178313095,1930,1930
1401 1 67    0001,Parcel,67 CUMBERLAND ROAD,0.289076935926,1951,1950
3681 2 74    0001,Parcel,74 MONTCLAIR DRIVE,0.222290756505,1951,1950
0191 1 285   0001,Parcel,285 AUBURN ROAD,0.213501604973,1941,1940
3231 2 12    0001,Parcel,12 LINBROOK ROAD,0.233014043165,1947,1940
4211 1 137   0001,Parcel,137 PENN DRIVE,0.172178470854,1938,1930
0191 1 281   0001,Parcel,281 AUBURN ROAD,0.213500416468,1941,1940
1611 2 18    0001,Parcel,18 DUFFIELD DRIVE,0.234510406096,1954,1950
0251 1 231   0001,Parcel,231 BALLARD DRIVE,0.199187442399,1999,1990
2501 1 229   0001,Parcel,229 GRISWOLD DRIVE,0.172375801885,1933,1930
1611 2 16    0001,Parcel,16 DUFFIELD DRIVE,0.231530357928,1954,1950
0191 1 377   0001,Parcel,377 AUBURN ROAD,0.238440461306,1955,1950
1091 1 59    0001,Parcel,59 CLIFFORD DRIVE,0.244056685836,1965,1960
5241 1 181   0001,Parcel,181 STEELE ROAD,0.322368927538,1929,1920
1401 1 319   0001,Parcel,319 CUMBERLAND ROAD,0.218276759387,1947,1940
2176 1 111   0001,Parcel,111 FOXCROFT ROAD,0.247457490952,1928,1920
2501 2 230   0001,Parcel,230 GRISWOLD DRIVE,0.172430780419,1948,1940
0251 2 230   0001,Parcel,230 BALLARD DRIVE,0.205772153883,1949,1940
1091 1 57    0001,Parcel,57 CLIFFORD DRIVE,0.243122391026,1964,1960
4211 1 227   0001,Parcel,227 PENN DRIVE,0.169705534658,1939,1930
1401 2 320   0001,Parcel,320 CUMBERLAND ROAD,0.207046707031,1949,1940
4461 1 33    0001,Parcel,33 RANGER LANE,0.358715381423,1958,1950
0181 1 1691  0001,Parcel,1691 ASYLUM AVENUE,0.172873913608,1932,1930
0181 1 1689  0001,Parcel,1689 ASYLUM AVENUE,0.27438187646,1938,1930
2371 2 10    0001,Parcel,10 GOLF ROAD,0.242439059484,1920,1920
5761 1 3     0001,Parcel,3 VARDON ROAD,0.364336882249,1928,1920
6215 1 7     0001,Parcel,7 WILLOW LANE,0.362410774966,1976,1970
1291 2 62    0001,Parcel,62 CRAIGMOOR ROAD,0.31868936114,1948,1940
1291 2 58    0001,Parcel,58 CRAIGMOOR ROAD,0.320156192986,1948,1940
4041 1 105   0001,Parcel,105 ORCHARD ROAD,0.892911273294,1976,1970
2176 2 98    0001,Parcel,98 FOXCROFT ROAD,0.208358352994,1932,1930
3571 2 96    0001,Parcel,96 MIDDLEBROOK ROAD,0.23668818973,1933,1930
3838 1 341   0001,Parcel,341 NORTH QUAKER LANE,0.237146198321,1936,1930
3681 1 100   0001,Parcel,100 MONTCLAIR DRIVE,0.579703031977,1952,1950
4211 1 199   0001,Parcel,199 PENN DRIVE,0.238989186152,1941,1940
4346 1 27    0001,Parcel,27 PORTER DRIVE,0.287662698239,1976,1970
2547 2 8     0001,Parcel,8 HAMMICK ROAD,0.312991040513,1970,1970
2547 1 7     0001,Parcel,7 HAMMICK ROAD,0.27774323804,1968,1960
4346 2 26    0001,Parcel,26 PORTER DRIVE,0.28913725554,2015,2010
4041 1 69    0001,Parcel,69 ORCHARD ROAD,2.41839246871,1954,1950
3838 2 342   0001,Parcel,342 NORTH QUAKER LANE,0.27393770529,1936,1930
2176 1 95    0001,Parcel,95 FOXCROFT ROAD,0.275282442139,1938,1930
3571 2 82    0001,Parcel,82 MIDDLEBROOK ROAD,0.209168350548,1942,1940
1091 2 32    0001,Parcel,32 CLIFFORD DRIVE,0.265124828674,1962,1960
3681 1 77    0001,Parcel,77 MONTCLAIR DRIVE,0.238993718389,1952,1950
0721 1 3     0001,Parcel,3 BROOKFIELD ROAD,0.241049757172,1951,1950
2151 2 60    0001,Parcel,60 FOX CHASE LANE,0.301041823013,1973,1970
2501 2 148   0001,Parcel,148 GRISWOLD DRIVE,0.17217833319,1927,1920
0251 2 152   0001,Parcel,152 BALLARD DRIVE,0.258299580734,1929,1920
2176 1 69    0001,Parcel,69 FOXCROFT ROAD,0.24748227681,1937,1930
4211 1 145   0001,Parcel,145 PENN DRIVE,0.172178292964,1939,1930
0251 1 145   0001,Parcel,145 BALLARD DRIVE,0.206613819358,1927,1920
1061 1 17    0001,Parcel,17 CLAYBAR DRIVE,0.404988946747,1969,1960
5241 2 142   0001,Parcel,142 STEELE ROAD,0.345296629761,1916,1910
0721 1 7     0001,Parcel,7 BROOKFIELD ROAD,0.309920766001,1950,1950
0421 1 33    0001,Parcel,33 BIRCH ROAD,0.291240688063,1928,1920
1901 1 27    0001,Parcel,27 FARMSTEAD LANE,0.315996455861,1964,1960
1161 2 10    0001,Parcel,10 COLONY ROAD,0.576492199807,1927,1920
1901 1 29    0001,Parcel,29 FARMSTEAD LANE,0.350944917779,1956,1950
0031 2 2446  0001,Parcel,2446 ALBANY AVENUE,0.291528251332,1964,1960
0571 1 7     0001,Parcel,7 BRAINARD ROAD,0.264756249372,1951,1950
3846 2 320   0001,Parcel,320 NORTH STEELE ROAD,0.331453140152,1966,1960
0031 1 2679  0001,Parcel,2679 ALBANY AVENUE,0.417400432891,1973,1970
3696 2 54    0001,Parcel,54 MOUNTAIN BROOK ROAD,1.76191279487,1951,1950
3171 1 7     0001,Parcel,7 LEDYARD ROAD,0.459129350462,1927,1920
3931 1 7     0001,Parcel,7 NORWOOD ROAD,0.357729335669,1929,1920
0031 2 2550  0001,Parcel,2550 ALBANY AVENUE,4.20025312753,1968,1960
0031 2 2000  0001,Parcel,2000 ALBANY AVENUE,0.459225110941,1916,1910
0291 2 32    0001,Parcel,32 BEACON HILL DRIVE,0.51038127481,1960,1960
0471 2 382   0001,Parcel,382 BLOOMFIELD AVENUE,0.914358728424,1953,1950
3836 1 1267  0001,Parcel,1267 NORTH MAIN STREET,0.276266258941,1994,1990
2421 2 8     0001,Parcel,8 GREENBRIER DRIVE,0.518050538181,1958,1950
3861 2 88    0001,Parcel,88 NORTHBROOK DRIVE,0.259313878687,1959,1950
6311 2 8     0001,Parcel,8 WOODMONT ROAD,0.459312375341,1962,1960
4407 1 9     0001,Parcel,9 QUAIL HOLLOW,0.626305875829,1988,1980
0051 2 18    0001,Parcel,18 ALDERWOOD DRIVE,0.258577817243,1960,1960
3861 1 87    0001,Parcel,87 NORTHBROOK DRIVE,0.258908247579,1962,1960
3861 1 25    0001,Parcel,25 NORTHBROOK DRIVE,0.384698615114,1958,1950
5371 1 109   0001,Parcel,109 SUNNY REACH DRIVE,0.700939506791,1948,1940
3701 2 876   0001,Parcel,876 MOUNTAIN ROAD,0.436403710532,1960,1960
4407 2 20    0001,Parcel,20 QUAIL HOLLOW,0.591367549799,1984,1980
3861 2 86    0001,Parcel,86 NORTHBROOK DRIVE,0.255885318219,1959,1950
6311 2 12    0001,Parcel,12 WOODMONT ROAD,0.311083207136,1963,1960
0051 2 14    0001,Parcel,14 ALDERWOOD DRIVE,0.259952395412,1961,1960
3861 1 29    0001,Parcel,29 NORTHBROOK DRIVE,0.386195974586,1957,1950
3861 1 83    0001,Parcel,83 NORTHBROOK DRIVE,0.258333652173,1960,1960
0291 1 11    0001,Parcel,11 BEACON HILL DRIVE,0.468102762533,1960,1960
6311 2 14    0001,Parcel,14 WOODMONT ROAD,0.258724252345,1955,1950
3836 2 1244  0001,Parcel,1244 NORTH MAIN STREET,1.78360086074,1969,1960
6311 2 18    0001,Parcel,18 WOODMONT ROAD,0.256598731971,1956,1950
3861 2 82    0001,Parcel,82 NORTHBROOK DRIVE,0.259731336751,1960,1960
6311 2 22    0001,Parcel,22 WOODMONT ROAD,0.258536468768,1953,1950
0051 2 12    0001,Parcel,12 ALDERWOOD DRIVE,0.25952106589,1961,1960
0291 1 25    0001,Parcel,25 BEACON HILL DRIVE,0.5241684179,1961,1960
4407 2 12    0001,Parcel,12 QUAIL HOLLOW,0.607415976992,1984,1980
3701 2 870   0001,Parcel,870 MOUNTAIN ROAD,0.460186209706,1963,1960
3861 1 81    0001,Parcel,81 NORTHBROOK DRIVE,0.25865289051,1959,1950
5371 1 103   0001,Parcel,103 SUNNY REACH DRIVE,1.0468223306,1948,1940
3701 1 869   0001,Parcel,869 MOUNTAIN ROAD,0.431116077526,1960,1960
3861 2 80    0001,Parcel,80 NORTHBROOK DRIVE,0.286936621719,1961,1960
0051 2 8     0001,Parcel,8 ALDERWOOD DRIVE,0.262120672929,1963,1960
3861 1 77    0001,Parcel,77 NORTHBROOK DRIVE,0.258012741574,1959,1950
3101 1 35    0001,Parcel,35 LAKEVIEW DRIVE,1.02646292626,1963,1960
0051 1 5     0001,Parcel,5 ALDERWOOD DRIVE,0.258138289348,1959,1950
3701 2 866   0001,Parcel,866 MOUNTAIN ROAD,0.695212640628,2000,2000
0471 2 366   0001,Parcel,366 BLOOMFIELD AVENUE,1.03935433229,1929,1920
3051 1 259   0001,Parcel,259 KING PHILIP DRIVE,0.340253059604,1955,1950
0051 2 4     0001,Parcel,4 ALDERWOOD DRIVE,0.320102281044,1961,1960
3861 2 76    0001,Parcel,76 NORTHBROOK DRIVE,0.289956087649,1961,1960
4261 2 10    0001,Parcel,10 PINE ROAD,0.206037808356,1932,1930
4211 1 247   0001,Parcel,247 PENN DRIVE,0.170091880233,1939,1930
2176 1 121   0001,Parcel,121 FOXCROFT ROAD,0.24976978373,1930,1930
0181 2 1538  0001,Parcel,1538 ASYLUM AVENUE,0.455212445234,1925,1920
